synthetic_id,template_star_id,label,null_family,noise_multiplier,score,flags,split
N0.500:OGLE-LMC-CEP-0001:derd_geometric:000,OGLE-LMC-CEP-0001,1,derd_geometric,0.5,1.2598265852107624,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
N0.500:OGLE-LMC-CEP-0001:derd_geometric:001,OGLE-LMC-CEP-0001,1,derd_geometric,0.5,6.5692033172054405,"['ROOT_OUTSIDE_PHYSICAL_Q_DOMAIN', 'RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK', 'AMPLITUDE_RATIO_EXTREME']",development
N0.500:OGLE-LMC-CEP-0001:derd_geometric:002,OGLE-LMC-CEP-0001,1,derd_geometric,0.5,3.443844072599101,"['ROOT_OUTSIDE_PHYSICAL_Q_DOMAIN', 'RESIDUE_PHASE_CONSTRAINT_WEAK', 'AMPLITUDE_RATIO_EXTREME']",development
N0.500:OGLE-LMC-CEP-0001:derd_geometric:003,OGLE-LMC-CEP-0001,1,derd_geometric,0.5,3.76998820409646,"['ROOT_OUTSIDE_PHYSICAL_Q_DOMAIN', 'RESIDUE_PHASE_CONSTRAINT_WEAK', 'AMPLITUDE_RATIO_EXTREME']",development
N0.500:OGLE-LMC-CEP-0001:derd_geometric:004,OGLE-LMC-CEP-0001,1,derd_geometric,0.5,16.01612933270641,"['ROOT_OUTSIDE_PHYSICAL_Q_DOMAIN', 'RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK', 'AMPLITUDE_RATIO_EXTREME']",development
N0.500:OGLE-LMC-CEP-0001:derd_geometric:005,OGLE-LMC-CEP-0001,1,derd_geometric,0.5,3.9776535858205135,"['ROOT_OUTSIDE_PHYSICAL_Q_DOMAIN', 'RESIDUE_PHASE_CONSTRAINT_WEAK', 'AMPLITUDE_RATIO_EXTREME']",development
N0.500:OGLE-LMC-CEP-0001:derd_geometric:006,OGLE-LMC-CEP-0001,1,derd_geometric,0.5,2.0723653220122387,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
N0.500:OGLE-LMC-CEP-0001:derd_geometric:007,OGLE-LMC-CEP-0001,1,derd_geometric,0.5,2.1175875263650754,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
N0.500:OGLE-LMC-CEP-0001:derd_geometric:008,OGLE-LMC-CEP-0001,1,derd_geometric,0.5,2.9098030186571417,"['ROOT_OUTSIDE_PHYSICAL_Q_DOMAIN', 'RESIDUE_PHASE_CONSTRAINT_WEAK', 'AMPLITUDE_RATIO_EXTREME']",holdout
N0.500:OGLE-LMC-CEP-0001:derd_geometric:009,OGLE-LMC-CEP-0001,1,derd_geometric,0.5,3.8641164697727373,"['ROOT_OUTSIDE_PHYSICAL_Q_DOMAIN', 'RESIDUE_PHASE_CONSTRAINT_WEAK', 'AMPLITUDE_RATIO_EXTREME']",holdout
N0.500:OGLE-LMC-CEP-0001:derd_geometric:010,OGLE-LMC-CEP-0001,1,derd_geometric,0.5,2.750604881564883,"['RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK']",holdout
N0.500:OGLE-LMC-CEP-0001:derd_geometric:011,OGLE-LMC-CEP-0001,1,derd_geometric,0.5,2.6461836347576364,"['RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK']",development
N0.500:OGLE-LMC-CEP-0001:generic_fourier:000,OGLE-LMC-CEP-0001,0,generic_fourier,0.5,2.791743764941028,"['RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK']",development
N0.500:OGLE-LMC-CEP-0001:phase_scrambled_derd:001,OGLE-LMC-CEP-0001,0,phase_scrambled_derd,0.5,2.8446090762864635,"['RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK']",holdout
N0.500:OGLE-LMC-CEP-0001:generic_fourier:002,OGLE-LMC-CEP-0001,0,generic_fourier,0.5,1.5592731360132868,[],development
N0.500:OGLE-LMC-CEP-0001:phase_scrambled_derd:003,OGLE-LMC-CEP-0001,0,phase_scrambled_derd,0.5,2.458788641270215,"['RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK']",holdout
N0.500:OGLE-LMC-CEP-0001:generic_fourier:004,OGLE-LMC-CEP-0001,0,generic_fourier,0.5,2.6974076264528546,['RESIDUE_PHASE_CONSTRAINT_WEAK'],development
N0.500:OGLE-LMC-CEP-0001:phase_scrambled_derd:005,OGLE-LMC-CEP-0001,0,phase_scrambled_derd,0.5,25.159004269089106,"['ROOT_OUTSIDE_PHYSICAL_Q_DOMAIN', 'RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK', 'AMPLITUDE_RATIO_EXTREME']",development
N0.500:OGLE-LMC-CEP-0001:generic_fourier:006,OGLE-LMC-CEP-0001,0,generic_fourier,0.5,2.156687783527289,['RESIDUE_PHASE_CONSTRAINT_WEAK'],holdout
N0.500:OGLE-LMC-CEP-0001:phase_scrambled_derd:007,OGLE-LMC-CEP-0001,0,phase_scrambled_derd,0.5,2.2228877259886866,"['RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK']",development
N0.500:OGLE-LMC-CEP-0001:generic_fourier:008,OGLE-LMC-CEP-0001,0,generic_fourier,0.5,6.536361382836559,"['ROOT_OUTSIDE_PHYSICAL_Q_DOMAIN', 'RESIDUE_PHASE_CONSTRAINT_WEAK', 'AMPLITUDE_RATIO_EXTREME']",development
N0.500:OGLE-LMC-CEP-0001:phase_scrambled_derd:009,OGLE-LMC-CEP-0001,0,phase_scrambled_derd,0.5,5.236237949492546,"['ROOT_OUTSIDE_PHYSICAL_Q_DOMAIN', 'RESIDUE_PHASE_CONSTRAINT_WEAK', 'AMPLITUDE_RATIO_EXTREME']",development
N0.500:OGLE-LMC-CEP-0001:generic_fourier:010,OGLE-LMC-CEP-0001,0,generic_fourier,0.5,21.839634256012005,"['ROOT_OUTSIDE_PHYSICAL_Q_DOMAIN', 'RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK', 'AMPLITUDE_RATIO_EXTREME']",development
N0.500:OGLE-LMC-CEP-0001:phase_scrambled_derd:011,OGLE-LMC-CEP-0001,0,phase_scrambled_derd,0.5,38.84930236192651,"['ROOT_OUTSIDE_PHYSICAL_Q_DOMAIN', 'RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK', 'AMPLITUDE_RATIO_EXTREME']",development
N0.500:OGLE-LMC-CEP-0002:derd_geometric:000,OGLE-LMC-CEP-0002,1,derd_geometric,0.5,2.81166453127147,"['RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK']",development
N0.500:OGLE-LMC-CEP-0002:derd_geometric:001,OGLE-LMC-CEP-0002,1,derd_geometric,0.5,3.093242715826672,"['ROOT_OUTSIDE_PHYSICAL_Q_DOMAIN', 'RESIDUE_PHASE_CONSTRAINT_WEAK', 'AMPLITUDE_RATIO_EXTREME']",development
N0.500:OGLE-LMC-CEP-0002:derd_geometric:002,OGLE-LMC-CEP-0002,1,derd_geometric,0.5,7.074927692283988,"['ROOT_OUTSIDE_PHYSICAL_Q_DOMAIN', 'RESIDUE_SIGN_CONSTRAINT_FAILED', 'RESIDUE_PHASE_CONSTRAINT_WEAK', 'AMPLITUDE_RATIO_EXTREME']",development
N0.500:OGLE-LMC-CEP-0002:derd_geometric:003,OGLE-LMC-CEP-0002,1,derd_geometric,0.5,1.334111275499911,['RESIDUE_SIGN_CONSTRAINT_FAILED'],holdout
N0.500:OGLE-LMC-CEP-0002:derd_geometric:004,OGLE-LMC-CEP-0002,1,derd_geometric,0.5,1.6259871159558261,['RESIDUE_PHASE_CONSTRAINT_WEAK'],holdout
N0.500:OGLE-LMC-CEP-0002:derd_geometric:005,OGLE-LMC-CEP-0002,1,derd_geometric,0.5,2.941795362056854,"['ROOT_OUTSIDE_PHYSICAL_Q_DOMAIN', 'RESIDUE_PHASE_CONSTRAINT_WEAK', 'AMPLITUDE_RATIO_EXTREME']",development
